customer_id,frequency,total_spent,total_profit,last_purchase,churn,age,gender,job_industry_category,wealth_segment,owns_car,avg_spend_per_trans,profit_margin,recency,high_value_cust,avg_spent_per_txn
1005,5,7863.76,4365.25,2017-07-24,1,58,Female,IT,High Net Worth,Yes,1572.752,0.5551097693724122,160,0,1572.752
1006,8,9481.25,4687.53,2017-11-23,0,48,Male,Telecommunications,Affluent Customer,Yes,1185.15625,0.49439999999999995,38,1,1185.15625
1007,7,8532.46,3601.96,2017-12-10,0,29,Male,Retail,Mass Customer,No,1218.922857142857,0.42214789169829103,21,1,1218.922857142857
1008,4,5409.6900000000005,2523.5299999999997,2017-12-13,0,49,Female,missing,Mass Customer,No,1352.4225000000001,0.4664832920185814,18,0,1352.4225000000001
1009,5,5787.36,2385.0099999999998,2017-11-06,0,68,Female,Manufacturing,High Net Worth,Yes,1157.472,0.4121067291476597,55,0,1157.472
1010,3,1501.59,386.36,2017-08-26,1,62,Male,Financial Services,Affluent Customer,No,500.53,0.25730059470294825,127,0,500.53
1011,3,3940.1800000000003,1399.44,2017-05-02,1,40,Female,Health,High Net Worth,Yes,1313.3933333333334,0.35517159114558217,243,0,1313.3933333333334
1012,4,5094.62,2704.3900000000003,2017-12-21,0,70,Female,missing,High Net Worth,Yes,1273.655,0.5308325252913859,10,0,1273.655
1013,6,7207.57,2463.79,2017-09-26,1,49,Female,Retail,High Net Worth,No,1201.2616666666665,0.34183365544836886,96,0,1201.2616666666665
1014,7,6269.75,3933.79,2017-12-26,0,65,Male,Property,Mass Customer,Yes,895.6785714285714,0.627423740978508,5,0,895.6785714285714
1015,6,7096.79,2136.87,2017-12-04,0,70,Male,Health,Mass Customer,No,1182.7983333333334,0.3011037384507643,27,0,1182.7983333333334
1016,6,5697.8,1087.02,2017-10-25,0,66,Male,IT,Mass Customer,Yes,949.6333333333333,0.19077889711818596,67,0,949.6333333333333
1017,3,5234.68,2858.8900000000003,2017-05-18,1,46,Female,Entertainment,High Net Worth,No,1744.8933333333334,0.5461441769124379,227,0,1744.8933333333334
1018,5,6164.88,2497.8,2017-12-04,0,30,Male,Manufacturing,Mass Customer,Yes,1232.976,0.40516603729512984,27,0,1232.976
1019,5,5805.35,2842.9,2017-11-18,0,51,Male,Manufacturing,Mass Customer,Yes,1161.0700000000002,0.4897034631848209,43,0,1161.0700000000002
1020,4,4075.21,1531.9,2017-10-02,0,49,Female,IT,Affluent Customer,No,1018.8025,0.375907008473183,90,0,1018.8025
1021,8,9624.45,5048.26,2017-12-02,0,48,Male,Retail,High Net Worth,No,1203.05625,0.5245245182841617,29,1,1203.05625
1022,5,8161.4,6444.49,2017-10-08,0,35,Female,Financial Services,Affluent Customer,Yes,1632.28,0.7896304555590953,84,1,1632.28
1023,2,1579.3899999999999,492.65,2017-08-27,1,34,Female,Financial Services,Affluent Customer,Yes,789.6949999999999,0.3119242239092308,126,0,789.6949999999999
1024,8,9592.029999999999,4560.5599999999995,2017-11-26,0,33,Female,Health,High Net Worth,Yes,1199.0037499999999,0.4754530584245462,35,1,1199.0037499999999
1025,8,8141.29,1800.12,2017-10-31,0,28,Male,IT,Mass Customer,Yes,1017.66125,0.2211099223833078,61,1,1017.66125
1026,6,4769.8099999999995,1313.78,2017-12-01,0,31,Male,Financial Services,Affluent Customer,No,794.9683333333332,0.2754365477870188,30,0,794.9683333333332
1027,6,6580.15,1449.4399999999998,2017-12-06,0,59,Male,Financial Services,Affluent Customer,No,1096.6916666666666,0.22027461380059724,25,0,1096.6916666666666
1028,7,12001.41,7562.68,2017-12-22,0,26,Male,missing,High Net Worth,No,1714.4871428571428,0.6301492907916654,9,1,1714.4871428571428
1029,6,6223.08,3660.0600000000004,2017-11-30,0,28,Male,missing,Mass Customer,No,1037.18,0.5881428488786904,31,0,1037.18
1030,8,10951.8,4698.6,2017-11-21,0,63,Female,Health,Mass Customer,No,1368.975,0.42902536569331073,40,1,1368.975
1031,3,2352.9300000000003,1463.88,2017-11-14,0,42,Male,Manufacturing,Mass Customer,No,784.3100000000001,0.6221519552217872,47,0,784.3100000000001
1032,8,6902.84,3191.12,2017-11-30,0,47,Female,missing,Mass Customer,Yes,862.855,0.4622908831727231,31,0,862.855
1033,9,12744.87,8220.050000000001,2017-12-16,0,30,Male,missing,Affluent Customer,Yes,1416.0966666666668,0.644969309220102,15,1,1416.0966666666668
1034,2,1819.46,1033.56,2017-09-17,1,49,Male,missing,High Net Worth,Yes,909.73,0.5680586547656997,105,0,909.73
1035,3,1327.0600000000002,485.4600000000001,2017-12-17,0,48,Female,Retail,Affluent Customer,Yes,442.3533333333334,0.36581616505659126,14,0,442.3533333333334
1036,5,7125.26,3787.0,2017-07-21,1,55,Female,Financial Services,Mass Customer,Yes,1425.0520000000001,0.5314893772297432,163,0,1425.0520000000001
1037,8,6925.18,2368.44,2017-10-18,0,69,Female,Financial Services,Mass Customer,No,865.6475,0.34200410675245985,74,0,865.6475
1039,7,9522.77,5259.0,2017-11-08,0,50,Female,missing,High Net Worth,Yes,1360.3957142857143,0.5522552786636661,53,1,1360.3957142857143
1040,4,4072.65,1768.4300000000003,2017-07-22,1,50,Female,Health,High Net Worth,No,1018.1625,0.434220961781641,162,0,1018.1625
1041,4,4271.03,2292.5099999999998,2017-12-10,0,66,Male,Property,Affluent Customer,No,1067.7575,0.5367581122118084,21,0,1067.7575
1042,3,4585.77,2771.37,2017-11-25,0,49,Male,Manufacturing,High Net Worth,Yes,1528.5900000000001,0.6043412556669872,36,0,1528.5900000000001
1043,8,10994.24,6933.55,2017-07-29,1,38,Male,Financial Services,Mass Customer,Yes,1374.28,0.6306529600954682,155,1,1374.28
1045,3,4405.6,2038.5800000000002,2017-09-08,1,39,Female,Financial Services,Mass Customer,Yes,1468.5333333333335,0.4627247140003632,114,0,1468.5333333333335
1046,5,3846.1,1985.1000000000001,2017-11-08,0,70,Female,missing,Affluent Customer,No,769.22,0.5161332258651622,53,0,769.22
1047,8,6874.87,2213.9300000000003,2017-11-03,0,47,Male,Financial Services,Affluent Customer,No,859.35875,0.3220322711556728,58,0,859.35875
1048,7,6677.74,2830.94,2017-08-19,1,49,Male,missing,Affluent Customer,No,953.9628571428572,0.4239368409072531,134,0,953.9628571428572
1049,10,11130.050000000001,4486.320000000001,2017-11-28,0,29,Male,Property,Mass Customer,No,1113.005,0.40308174716196243,33,1,1113.005
1050,6,4722.12,2535.63,2017-12-04,0,52,Female,Telecommunications,Mass Customer,Yes,787.02,0.5369685649665829,27,0,787.02
1051,5,4878.8099999999995,1294.6899999999998,2017-07-04,1,48,Female,Property,High Net Worth,Yes,975.762,0.26537003900541317,180,0,975.762
1052,6,8478.41,3260.3199999999997,2017-12-30,0,39,Female,Financial Services,High Net Worth,No,1413.0683333333334,0.3845438000757217,1,1,1413.0683333333334
1053,3,3482.79,1566.26,2017-08-13,1,63,Male,Manufacturing,Mass Customer,Yes,1160.93,0.4497141659416732,140,0,1160.93
1054,8,8433.75,3406.16,2017-12-25,0,42,Male,Manufacturing,Mass Customer,Yes,1054.21875,0.4038725359419001,6,1,1054.21875
1055,2,924.06,343.24,2017-06-07,1,37,Female,Manufacturing,Mass Customer,No,462.03,0.37144774148864795,207,0,462.03
1056,7,7920.27,3954.42,2017-12-06,0,58,Male,Manufacturing,Affluent Customer,No,1131.467142857143,0.49927843368976055,25,0,1131.467142857143
1057,4,5663.77,3130.44,2017-11-12,0,56,Female,Health,Mass Customer,No,1415.9425,0.552713122178337,49,0,1415.9425
1058,3,2308.7200000000003,759.5700000000002,2017-09-05,1,37,Female,Retail,Affluent Customer,Yes,769.5733333333334,0.32900048511729446,117,0,769.5733333333334
1059,2,2449.81,1618.8300000000002,2017-12-08,0,57,Female,Entertainment,High Net Worth,Yes,1224.905,0.6607981843489904,23,0,1224.905
1060,6,9606.77,2475.2799999999997,2017-06-26,1,63,Female,Argiculture,Affluent Customer,Yes,1601.1283333333333,0.2576599627137945,188,1,1601.1283333333333
1061,6,4056.76,1137.94,2017-12-06,0,36,Male,Financial Services,Mass Customer,No,676.1266666666667,0.2805046391701752,25,0,676.1266666666667
1062,6,7619.47,4450.85,2017-12-28,0,50,Female,missing,Mass Customer,No,1269.9116666666666,0.5841416791456624,3,0,1269.9116666666666
1063,6,5833.22,3112.69,2017-11-14,0,38,Male,Financial Services,Affluent Customer,Yes,972.2033333333334,0.5336143673648517,47,0,972.2033333333334
1064,3,5404.67,1398.3999999999999,2017-08-13,1,48,Male,Entertainment,Affluent Customer,Yes,1801.5566666666666,0.2587392014683597,140,0,1801.5566666666666
1065,6,4709.66,2753.32,2017-10-12,0,63,Male,Financial Services,Mass Customer,Yes,784.9433333333333,0.5846112033565056,80,0,784.9433333333333
1066,3,2637.5299999999997,1396.98,2017-07-17,1,30,Male,Telecommunications,High Net Worth,No,879.1766666666666,0.5296546389993669,167,0,879.1766666666666
1067,2,1854.93,741.97,2017-05-12,1,60,Female,Financial Services,Mass Customer,Yes,927.465,0.39999892179219704,233,0,927.465
1068,14,14254.55,4841.71,2017-12-26,0,30,Male,Health,Mass Customer,Yes,1018.1821428571428,0.33966066975106196,5,1,1018.1821428571428
1069,5,6910.5,1982.69,2017-06-09,1,49,Male,Telecommunications,Mass Customer,No,1382.1,0.2869097749801027,205,0,1382.1
1070,4,5754.66,3559.49,2017-12-30,0,30,Male,missing,Mass Customer,No,1438.665,0.6185404524333322,1,0,1438.665
1071,6,7958.68,3359.09,2017-11-21,0,38,Male,Retail,High Net Worth,No,1326.4466666666667,0.4220662220368202,40,0,1326.4466666666667
1072,3,3697.58,2102.32,2017-11-14,0,68,Male,Financial Services,High Net Worth,Yes,1232.5266666666666,0.568566467797857,47,0,1232.5266666666666
1073,6,6454.889999999999,2723.99,2017-12-13,0,45,Female,missing,Affluent Customer,Yes,1075.8149999999998,0.42200409302095,18,0,1075.8149999999998
1074,8,9370.01,4053.6800000000003,2017-12-14,0,51,Male,missing,High Net Worth,Yes,1171.25125,0.432622804031159,17,1,1171.25125
1075,6,6597.82,2242.12,2017-10-24,0,58,Male,Manufacturing,High Net Worth,No,1099.6366666666665,0.3398273975343371,68,0,1099.6366666666665
1076,12,14390.1,8104.54,2017-12-21,0,25,Male,Health,Affluent Customer,No,1199.175,0.563202479482422,10,1,1199.175
1077,6,6570.4400000000005,1658.4500000000003,2017-12-25,0,70,Female,Telecommunications,Mass Customer,Yes,1095.0733333333335,0.25241079745039907,6,0,1095.0733333333335
1078,5,3640.2200000000003,899.97,2017-12-12,0,49,Male,Manufacturing,Mass Customer,No,728.0440000000001,0.24722956304838717,19,0,728.0440000000001
1079,4,3829.1099999999997,2306.99,2017-12-13,0,47,Male,Manufacturing,Mass Customer,No,957.2774999999999,0.6024872620530619,18,0,957.2774999999999
1080,3,3133.43,1857.62,2017-11-13,0,25,Female,Property,Mass Customer,Yes,1044.4766666666667,0.5928391570898345,48,0,1044.4766666666667
1081,5,6119.719999999999,3227.89,2017-12-19,0,39,Female,Health,Mass Customer,No,1223.944,0.527457138561895,12,0,1223.944
1083,2,2418.19,880.99,2017-04-08,1,29,Male,missing,Affluent Customer,No,1209.095,0.3643179402776457,267,0,1209.095
1084,11,11437.050000000001,6580.56,2017-12-26,0,31,Female,Retail,Affluent Customer,No,1039.7318181818182,0.5753721457893425,5,1,1039.7318181818182
1085,4,2487.7000000000003,1081.65,2017-10-27,0,50,Male,Health,Mass Customer,No,621.9250000000001,0.43479921212364836,65,0,621.9250000000001
1086,9,8640.220000000001,4705.65,2017-12-17,0,36,Male,Property,Mass Customer,Yes,960.0244444444446,0.5446215489883358,14,1,960.0244444444446
1087,3,3535.79,1521.5700000000002,2017-12-16,0,46,Female,Financial Services,Mass Customer,Yes,1178.5966666666666,0.4303338150738591,15,0,1178.5966666666666
1088,6,6230.39,3595.32,2017-12-17,0,36,Female,missing,High Net Worth,Yes,1038.3983333333333,0.5770617890693841,14,0,1038.3983333333333
1089,7,6202.85,2349.29,2017-08-01,1,37,Female,Property,Affluent Customer,No,886.1214285714286,0.3787436420355159,152,0,886.1214285714286
1090,7,5882.43,1529.0100000000002,2017-10-20,0,50,Female,Telecommunications,Affluent Customer,No,840.3471428571429,0.25992829493933634,72,0,840.3471428571429
1091,10,10147.25,4183.81,2017-12-26,0,45,Male,Health,Mass Customer,No,1014.725,0.41230973909187224,5,1,1014.725
1092,5,4893.719999999999,1245.27,2017-06-11,1,90,Female,Retail,Mass Customer,No,978.7439999999999,0.2544628626075869,203,0,978.7439999999999
1093,9,12492.4,7159.69,2017-09-22,1,29,Female,missing,Affluent Customer,No,1388.0444444444445,0.5731236591847844,100,1,1388.0444444444445
1094,7,7255.12,3632.3,2017-11-17,0,49,Male,Health,High Net Worth,No,1036.4457142857143,0.5006533317160847,44,0,1036.4457142857143
1095,4,6916.039999999999,4498.34,2017-12-16,0,67,Female,Health,Mass Customer,No,1729.0099999999998,0.6504213393791825,15,0,1729.0099999999998
1096,5,3865.37,2086.85,2017-11-05,0,55,Male,Health,High Net Worth,No,773.074,0.5398836333908527,56,0,773.074
1097,3,2378.5099999999998,666.7899999999998,2017-06-25,1,57,Female,Financial Services,Mass Customer,Yes,792.8366666666666,0.2803393721279288,189,0,792.8366666666666
1098,8,7594.29,3879.14,2017-12-22,0,36,Female,Financial Services,Mass Customer,Yes,949.28625,0.5107969276917262,9,0,949.28625
1099,2,1248.96,183.1999999999999,2017-09-11,1,50,Male,Manufacturing,Affluent Customer,Yes,624.48,0.146682039456828,111,0,624.48
1100,3,2767.35,1051.23,2017-11-15,0,42,Male,Manufacturing,Mass Customer,No,922.4499999999999,0.3798688275787306,46,0,922.4499999999999
1101,5,6377.620000000001,4267.42,2017-09-08,1,56,Female,missing,Mass Customer,No,1275.5240000000001,0.6691242187524499,114,0,1275.5240000000001
1102,8,8832.98,5025.4400000000005,2017-12-09,0,49,Female,Manufacturing,Affluent Customer,No,1104.1225,0.5689404934687955,22,1,1104.1225
1103,12,15447.92,7367.88,2017-11-28,0,47,Female,Financial Services,High Net Worth,Yes,1287.3266666666666,0.4769496475900963,33,1,1287.3266666666666
1104,7,6458.3,2568.9700000000003,2017-12-19,0,65,Female,Retail,Mass Customer,No,922.6142857142858,0.3977780530480158,12,0,922.6142857142858
1105,2,3965.4399999999996,2712.5699999999997,2017-12-14,0,35,Male,missing,Mass Customer,No,1982.7199999999998,0.6840527154615881,17,0,1982.7199999999998
1106,9,11078.470000000001,5691.610000000001,2017-12-06,0,62,Female,Retail,Mass Customer,No,1230.9411111111112,0.5137541555828558,25,1,1230.9411111111112
1107,6,4394.39,1972.03,2017-11-12,0,51,Female,Health,High Net Worth,No,732.3983333333334,0.44876080639178584,49,0,732.3983333333334
1108,4,1790.0,1338.61,2017-12-18,0,63,Female,Health,Mass Customer,No,447.5,0.747826815642458,13,0,447.5
1109,3,2411.02,683.2,2017-06-05,1,36,Male,Entertainment,High Net Worth,No,803.6733333333333,0.2833655465321731,209,0,803.6733333333333
1110,6,7310.36,4574.099999999999,2017-12-13,0,34,Male,Retail,High Net Worth,No,1218.3933333333332,0.6257010598657248,18,0,1218.3933333333332
1111,7,6922.7,2561.1499999999996,2017-12-10,0,65,Male,missing,High Net Worth,Yes,988.9571428571428,0.36996403137504147,21,0,988.9571428571428
1112,3,3589.44,1217.23,2017-09-13,1,44,Male,missing,Mass Customer,Yes,1196.48,0.3391141793705982,109,0,1196.48
1113,9,10999.37,6072.4800000000005,2017-12-04,0,33,Male,Property,Mass Customer,No,1222.1522222222222,0.5520752552191626,27,1,1222.1522222222222
1114,4,4156.4,1774.12,2017-10-27,0,49,Female,Retail,Mass Customer,No,1039.1,0.4268405350784333,65,0,1039.1
1115,9,9270.03,4631.23,2017-12-28,0,55,Female,missing,High Net Worth,Yes,1030.0033333333333,0.4995916949567584,3,1,1030.0033333333333
1116,3,4932.34,4053.92,2017-12-23,0,51,Female,Health,Mass Customer,Yes,1644.1133333333335,0.8219060324308544,8,0,1644.1133333333335
1117,10,8604.73,3427.64,2017-08-16,1,49,Female,missing,Affluent Customer,No,860.473,0.3983437016617605,137,1,860.473
1118,4,3365.19,1858.9699999999998,2017-11-22,0,49,Female,Retail,Mass Customer,Yes,841.2975,0.5524116023166596,39,0,841.2975
1119,7,11866.59,5235.71,2017-09-23,1,49,Male,Entertainment,Mass Customer,Yes,1695.2271428571428,0.44121436739619385,99,1,1695.2271428571428
1120,6,5386.26,1785.8300000000004,2017-12-29,0,45,Female,Retail,Affluent Customer,No,897.71,0.3315528771355264,2,0,897.71
1121,2,2973.36,327.07000000000016,2017-12-23,0,41,Female,Health,Mass Customer,Yes,1486.68,0.11000013452794151,8,0,1486.68
1122,5,4714.81,3026.3900000000003,2017-12-04,0,39,Female,missing,Mass Customer,No,942.9620000000001,0.641890129188663,27,0,942.9620000000001
1123,5,6742.5,4235.799999999999,2017-12-20,0,63,Male,Property,Mass Customer,No,1348.5,0.628223952539859,11,0,1348.5
1124,3,3731.08,2742.04,2017-11-16,0,60,Male,Health,Affluent Customer,Yes,1243.6933333333334,0.7349185758547123,45,0,1243.6933333333334
1125,5,3793.5699999999997,2839.93,2017-12-01,0,35,Male,IT,Affluent Customer,No,758.7139999999999,0.7486167383230045,30,0,758.7139999999999
1126,4,4725.4400000000005,2135.37,2017-12-11,0,52,Female,missing,Mass Customer,No,1181.3600000000001,0.4518880781472201,20,0,1181.3600000000001
1127,4,5261.43,2285.05,2017-08-16,1,34,Female,Financial Services,Mass Customer,No,1315.3575,0.4343020813733149,137,0,1315.3575
1128,5,5855.4400000000005,3388.35,2017-12-04,0,33,Female,Financial Services,Mass Customer,Yes,1171.0880000000002,0.5786670173377235,27,0,1171.0880000000002
1129,13,18349.27,6790.69,2017-12-04,0,48,Male,Entertainment,Mass Customer,Yes,1411.4823076923078,0.3700795726478492,27,1,1411.4823076923078
1130,5,6301.28,3784.98,2017-09-04,1,60,Female,missing,Mass Customer,No,1260.2559999999999,0.6006684356194297,118,0,1260.2559999999999
1131,8,10787.84,6295.5199999999995,2017-11-07,0,69,Male,missing,Mass Customer,No,1348.48,0.5835755813953488,54,1,1348.48
1132,9,10548.14,3640.62,2017-11-16,0,40,Female,Financial Services,Affluent Customer,Yes,1172.0155555555555,0.3451433143663243,45,1,1172.0155555555555
1133,7,9050.01,5295.09,2017-12-13,0,57,Male,Manufacturing,Affluent Customer,No,1292.8585714285714,0.5850921711688717,18,1,1292.8585714285714
1134,7,6797.39,1733.7900000000002,2017-12-27,0,31,Male,Financial Services,Affluent Customer,No,971.0557142857143,0.2550670183702863,4,0,971.0557142857143
1135,3,3530.65,1758.9800000000002,2017-07-19,1,45,Female,Financial Services,Mass Customer,Yes,1176.8833333333334,0.49820288048942835,165,0,1176.8833333333334
1136,6,5600.86,3451.83,2017-11-25,0,48,Male,Property,High Net Worth,No,933.4766666666666,0.6163035676663942,36,0,933.4766666666666
1137,9,8092.31,4837.19,2017-12-25,0,48,Male,missing,Mass Customer,No,899.1455555555556,0.5977514455081429,6,0,899.1455555555556
1138,6,7506.16,5174.44,2017-08-28,1,34,Female,Retail,Mass Customer,Yes,1251.0266666666666,0.6893591396932652,125,0,1251.0266666666666
1139,4,3684.36,1434.57,2017-10-22,0,43,Male,Manufacturing,Mass Customer,Yes,921.09,0.3893674885190372,70,0,921.09
1140,13,16199.24,8533.23,2017-12-24,0,39,Female,missing,Mass Customer,Yes,1246.0953846153845,0.5267673051328333,7,1,1246.0953846153845
1141,5,4507.79,772.0999999999999,2017-08-19,1,44,Female,Financial Services,High Net Worth,Yes,901.558,0.17128127086665526,134,0,901.558
1142,4,4828.39,1841.73,2017-11-22,0,27,Male,Telecommunications,Mass Customer,No,1207.0975,0.3814377049078471,39,0,1207.0975
1143,5,7112.88,3277.77,2017-12-26,0,70,Male,Health,Mass Customer,Yes,1422.576,0.4608217768330128,5,0,1422.576
1144,7,9425.65,5961.25,2017-12-13,0,28,Male,Health,High Net Worth,Yes,1346.5214285714285,0.6324497514760256,18,1,1346.5214285714285
1145,2,2382.7200000000003,1172.58,2017-12-17,0,60,Female,Property,Mass Customer,Yes,1191.3600000000001,0.49211825141015303,14,0,1191.3600000000001
1146,2,2213.67,1294.4,2017-10-18,0,33,Male,Financial Services,High Net Worth,No,1106.835,0.5847303346930662,74,0,1106.835
1147,6,8766.869999999999,4173.67,2017-07-18,1,57,Male,Entertainment,High Net Worth,Yes,1461.1449999999998,0.4760729884211812,166,1,1461.1449999999998
1148,3,3426.09,1689.75,2017-12-22,0,38,Male,Financial Services,High Net Worth,No,1142.03,0.49320070400952687,9,0,1142.03
1149,4,5793.360000000001,2393.31,2017-06-25,1,58,Female,missing,Affluent Customer,Yes,1448.3400000000001,0.4131125978706657,189,0,1448.3400000000001
1150,5,8439.82,6308.28,2017-09-18,1,50,Female,Financial Services,Mass Customer,Yes,1687.964,0.7474424810007796,104,1,1687.964
1151,5,5819.58,3449.31,2017-10-16,0,60,Female,Argiculture,High Net Worth,Yes,1163.916,0.592707721175755,76,0,1163.916
1152,8,9434.77,4516.14,2017-12-06,0,27,Male,Financial Services,Mass Customer,Yes,1179.34625,0.4786698562869047,25,1,1179.34625
1153,5,3306.2400000000002,2501.78,2017-12-13,0,30,Female,Health,Mass Customer,Yes,661.248,0.7566843302361596,18,0,661.248
1154,6,3442.7799999999997,958.31,2017-08-21,1,50,Male,Health,Mass Customer,Yes,573.7966666666666,0.27835353987184774,132,0,573.7966666666666
1155,7,5342.13,2332.45,2017-12-01,0,31,Female,Property,Mass Customer,Yes,763.1614285714286,0.4366142343971412,30,0,763.1614285714286
1156,4,5965.4400000000005,2559.66,2017-11-20,0,27,Female,Argiculture,Mass Customer,Yes,1491.3600000000001,0.4290815094946894,41,0,1491.3600000000001
1157,7,7726.53,5037.46,2017-10-06,0,51,Male,Health,Affluent Customer,Yes,1103.79,0.651969253985942,86,0,1103.79
1158,7,9091.98,4888.97,2017-12-28,0,40,Male,missing,Mass Customer,Yes,1298.8542857142857,0.537723356188641,3,1,1298.8542857142857
1159,4,5803.34,2352.28,2017-12-24,0,32,Male,Entertainment,Mass Customer,No,1450.835,0.4053321018585849,7,0,1450.835
1160,3,3192.0099999999998,684.5199999999999,2017-07-20,1,60,Female,IT,Affluent Customer,No,1064.0033333333333,0.21444794972446826,164,0,1064.0033333333333
1161,4,4151.98,2669.74,2017-12-18,0,48,Female,Retail,Mass Customer,No,1037.995,0.6430040607132019,13,0,1037.995
1162,4,5369.27,1675.3100000000002,2017-08-16,1,35,Male,missing,Mass Customer,Yes,1342.3175,0.31201820731682334,137,0,1342.3175
1163,5,2853.67,1775.0100000000002,2017-11-12,0,43,Male,Financial Services,High Net Worth,Yes,570.734,0.622009552611199,49,0,570.734
1164,3,2164.22,346.88999999999993,2017-07-30,1,48,Female,Health,Mass Customer,Yes,721.4066666666666,0.160284074631969,154,0,721.4066666666666
1165,9,6796.88,3286.3500000000004,2017-12-20,0,32,Female,Financial Services,High Net Worth,No,755.2088888888889,0.48350860983274685,11,0,755.2088888888889
1166,6,7638.8,2539.71,2017-12-16,0,52,Female,Health,Affluent Customer,No,1273.1333333333334,0.33247499607268155,15,0,1273.1333333333334
1167,4,4106.64,2641.9300000000003,2017-12-20,0,29,Female,Health,Mass Customer,No,1026.66,0.6433312878655056,11,0,1026.66
1168,7,10263.16,6128.860000000001,2017-11-01,0,60,Male,Health,Affluent Customer,No,1466.1657142857143,0.5971708518623894,60,1,1466.1657142857143
1169,7,7605.57,4318.2,2017-10-29,0,58,Female,Financial Services,Mass Customer,Yes,1086.51,0.5677680962768077,63,0,1086.51
1170,5,6345.1,3351.7,2017-10-05,0,60,Female,IT,Mass Customer,Yes,1269.02,0.5282343855888796,87,0,1269.02
1171,9,9811.45,3879.3199999999997,2017-11-26,0,54,Female,missing,Affluent Customer,Yes,1090.1611111111113,0.3953870223055715,35,1,1090.1611111111113
1172,5,6054.04,3329.4700000000003,2017-11-16,0,51,Male,missing,Mass Customer,Yes,1210.808,0.5499583749033704,45,0,1210.808
1173,3,2042.9699999999998,348.6199999999999,2017-09-13,1,47,Female,Retail,High Net Worth,No,680.9899999999999,0.1706437196826189,109,0,680.9899999999999
1175,2,2449.24,1153.84,2017-05-26,1,40,Male,missing,Mass Customer,No,1224.62,0.4711012395681926,219,0,1224.62
1176,4,3909.54,842.1499999999999,2017-10-14,0,49,Female,missing,Affluent Customer,Yes,977.385,0.21540897394578387,78,0,977.385
1177,8,8367.47,2447.0499999999997,2017-10-04,0,72,Female,Health,Affluent Customer,Yes,1045.93375,0.2924480159474728,88,1,1045.93375
1178,8,10226.15,5167.23,2017-11-16,0,55,Male,Health,Mass Customer,No,1278.26875,0.5052957369097851,45,1,1278.26875
1179,4,6441.950000000001,5068.4400000000005,2017-12-23,0,37,Male,Financial Services,High Net Worth,Yes,1610.4875000000002,0.7867866096445952,8,0,1610.4875000000002
1180,4,3870.83,2305.11,2017-11-01,0,50,Female,Financial Services,Affluent Customer,No,967.7075,0.5955079401575373,60,0,967.7075
1181,10,9928.33,4513.0599999999995,2017-11-16,0,47,Female,Argiculture,Mass Customer,No,992.833,0.45456385917873393,45,1,992.833
1182,7,7826.4400000000005,4046.13,2017-12-25,0,50,Female,IT,Mass Customer,Yes,1118.0628571428572,0.5169821783595095,6,0,1118.0628571428572
1183,5,7060.07,4140.91,2017-07-30,1,66,Male,missing,Affluent Customer,No,1412.014,0.5865253460659738,154,0,1412.014
1184,6,7155.030000000001,4314.89,2017-12-25,0,57,Female,Health,Mass Customer,No,1192.505,0.6030568704813257,6,0,1192.505
1185,3,1957.15,773.8100000000002,2017-12-21,0,25,Female,missing,Mass Customer,Yes,652.3833333333333,0.3953759292849297,10,0,652.3833333333333
1186,6,5299.35,2437.23,2017-11-27,0,48,Male,Manufacturing,Affluent Customer,Yes,883.225,0.45991112117523847,34,0,883.225
1187,4,2382.42,1130.52,2017-11-02,0,26,Male,Financial Services,Mass Customer,No,595.605,0.47452590223386304,59,0,595.605
1188,2,3043.9,2299.82,2017-12-12,0,41,Female,missing,Affluent Customer,Yes,1521.95,0.7555504451526003,19,0,1521.95
1189,4,2894.1,1472.66,2017-11-13,0,37,Male,Health,High Net Worth,Yes,723.525,0.5088490376973844,48,0,723.525
1190,6,4050.13,2008.23,2017-12-24,0,57,Female,Financial Services,Affluent Customer,Yes,675.0216666666666,0.4958433433000916,7,0,675.0216666666666
1191,8,6925.33,1339.27,2017-11-17,0,29,Female,missing,Mass Customer,Yes,865.66625,0.19338717432959873,44,0,865.66625
1192,5,4306.09,1397.3799999999999,2017-10-12,0,55,Female,Manufacturing,Mass Customer,No,861.2180000000001,0.32451249277186495,80,0,861.2180000000001
1193,4,4694.62,962.2199999999998,2017-11-24,0,39,Male,Retail,High Net Worth,No,1173.655,0.20496227596695787,37,0,1173.655
1194,8,7829.33,4148.57,2017-12-02,0,33,Female,Telecommunications,Affluent Customer,No,978.66625,0.5298754810437164,29,0,978.66625
1195,5,5178.38,3463.8100000000004,2017-12-11,0,47,Female,Telecommunications,Mass Customer,No,1035.676,0.6688983813470623,20,0,1035.676
1196,6,5307.82,1455.3799999999999,2017-12-12,0,27,Female,Health,Mass Customer,No,884.6366666666667,0.27419543239974226,19,0,884.6366666666667
1197,4,4455.89,1559.1300000000006,2017-12-23,0,27,Female,Financial Services,High Net Worth,Yes,1113.9725,0.34990316188236253,8,0,1113.9725
1198,6,6397.58,2323.92,2017-10-23,0,52,Female,Retail,High Net Worth,No,1066.2633333333333,0.3632498538509874,69,0,1066.2633333333333
1199,8,6090.45,2037.32,2017-11-17,0,67,Male,Financial Services,Affluent Customer,Yes,761.30625,0.3345105862456797,44,0,761.30625
